tweet_text,sentiment
RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple,neutral
"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative
Hoy no abri mi #twitter en todo el santo dia 5;,irrelevant
"En full capacitación de soportes en #Microsoft Advertising, muy entretenida!!!",irrelevant
#Android #Google New UI and Core Features in Android 4.0 Ice Cream Sandwich Overview http://t.co/BD2omnIb #DhilipSiva,neutral
@garbage Welcome to #Twitter!,neutral
RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...,negative
@apple Give Siri back!,neutral
So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...,neutral
“@rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/HvtFSCXz” сэндвич!?,irrelevant
"si es ese dia, voi a kumplir 2 años kon el #twitter :D",irrelevant
RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica,neutral
Ballmer's vision for #Microsoft http://t.co/MWlPnWtM,neutral
"even if I skip the newspaper, I don't worry coz I get all news updates at #Twitter. :)",neutral
#twitter should i upload tweetdeck for my laptop?!,neutral
What is the difference between #twitter and #googleplus??,neutral
I can't c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri,neutral
#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova versão…,irrelevant
"RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",negative
"People that do this "" #This #Is #My #Twitter "" and pound everything. Needs to delete their Twitter.",neutral
~~~~&gt; RT @RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless,neutral
RT @twandroid: Deux lignes sont affichées sur la première page de GMail pour chaque mail : un aperçu en quelque sorte #google #nexusprime,irrelevant
#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/DAr3Ef5T #uncategorized,neutral
.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5,neutral
Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics,neutral
RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @DrunkedOutTeezy,irrelevant
#Microsoft se réjouit d’avoir loupé le rachat de #Yahoo!,irrelevant
"Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ? Aff fazem tudo pela metade !!! Steve,da um jeito ai",irrelevant
@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.,neutral
"RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",neutral
There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg,neutral
RT @MikeMcCready: Don’t Cast Your Google Adwords Net Too Wide | Mike McCready http://t.co/ms06fehi #google #adwords,neutral
Steve Ballmer haalt uit naar #Android http://t.co/Zzp06KpZ Ironisch als je bedenkt dat #Microsoft goed aan Android verdient...,irrelevant
Galaxy Nexus – the first Ice Cream Sandwich phone coming to Verizon http://t.co/BiPvBdxz  #android #google,neutral
#twitter I hope all of you never stop dreaming! Because dreams fuel your soul! I love dreaming big and seeing what happens!,neutral
"@chihuahuentauro jajajaja #Facebook es otra cosa, insultas a #Twitter jajajajajaja",irrelevant
#microsoft makes every surface a touch screen http://t.co/n2GC2gK4 #touch #gesture,neutral
RT @InternetBH: Microsoft finalises Skype deal - IT Business - News & Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Micr ...,neutral
@SERGIOapple incluso si usas #Google #Chrome hay una App. Y al igual es mas practica pero es para el navegador,irrelevant
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive
#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva,neutral
RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial,neutral
RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis,neutral
RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu...,negative
"@raellenkoga_ kk , isso porque eu ttinha #twitter antes de você, mais ttinha esqueciido de tudo :S kkkkkkk",irrelevant
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative
"@Angelina_adr Se que Utiliza más Pin que #Twitter & que #Facebook, agrega hay pin: 2178D655",irrelevant
#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/XgUrXNPa #uncategorized,neutral
Novo #Nick in #twitter. Hehe'  (:,neutral
"New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_, REPEAT PATTERN, moda → http://t.co/kmJ0o1Ja",irrelevant
"#Android #Google Android 4.0 Ice Cream Sandwich Official, SDK Now Available http://t.co/rXuPIW2U #DhilipSiva",neutral
Guess what I spotted a couple days ago... didn't expect to see one especially in the West Village #Google http://t.co/Xop25kvU,neutral
Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes,neutral
got the new @apple update,neutral
@DayaThomas Amiga le doy mi Bienvenida al #Twitter!!! Kisesessesesesesesese,irrelevant
iphone行列並んだー@apple store銀座 どのくらいかかるかね。16Gしかないそうです。,irrelevant
Ik lees steeds meer enthousiasme voor #google+ en aantal gebruikers groeit spectaculair. Ik merk daar niets van!,irrelevant
@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,negative
Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport,negative
Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched,neutral
"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed",negative
De volta no #Twitter.... Boa noite pessoas',irrelevant
"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",neutral
RT @google_topic: Samsung、Android 4.0搭載のGoogleブランド端末「GALAXY Nexus」を発表 - ITmedia http://t.co/t0CrKsoo #google,irrelevant
Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour,neutral
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative
RT @twandroid Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime,irrelevant
I need 2 unfollow some of these wannabe G's! RT @SteveGr8ofTeeZ: RT @The_Kase Do real thugs have #twitter? #confusedbymytimeline  //Hell no.,neutral
Embed Google Calendar To Your Wordpress Post: http://t.co/ah8km2JF #wordpress #google,neutral
"Un Algodón mkon, me invadió el #Twitter ._. xd",irrelevant
On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
#Google thinks your digital books belong on a digital bookcase - a #WebGL #Chrome experiment http://t.co/2LqpqF6F,neutral
"Com 250 milhões de mensagens diárias, Twitter cogita pagar por tuítes #Twitter http://t.co/sucRDj5Y via @idgnow",irrelevant
"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",positive
"@AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!!
Teniia siglos de no usarlo jajaja!!! :)",irrelevant
RT “@Ant0ineH: Twitter Will Beat #Google+ And #Facebook With Simplicity- #Twitter CEO http://t.co/melkHdb7” Beat? You aren't competitors…,neutral
"1080p video recording, continuous focus, zoom while recording and time lapse included in Android 4.0. #Google #Android #ICS",neutral
"RT @FierceWireless: #Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/OH8Btu2e #WP7 #Window...",neutral
Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?,neutral
"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.",neutral
Dear #Microsoft - seize the moment - focus on developing Windows7 phones for enterprise solutions. Succeed where #RIM is failing.,neutral
Its new #Theme after #Updates have to b use with it. Though I like #Old theme of #Twitter for #Android,neutral
RT @frizzy_drizzy: @iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn,neutral
"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled lagi
iTunesStoreSupport@apple.com",irrelevant
"The way you can understand
all of the social media
is as the creation of
a new kind of public space.  #MICROSOFT",neutral
RT @xenophin: #Samsung and #Google's Ice Cream Sandwich event is at 3am UK time.    Waking up to a lot of news then ... #nonUSAtimezonel ...,neutral
RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n,neutral
#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7,neutral
C meus amigos do #Twitter a maioria do Brasil eu tenho dificuldade p um chat qdo trabalho se madrugada! #horariodeverao no!!!,irrelevant
Ya no sé si la noticia del Zoo de Ohio que me llegó a mi cel. fue sacada o no de #twitter... creo que sí,irrelevant
BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet,neutral
"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative
"RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointmen ...",neutral
@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy,neutral
RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft,neutral
#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral
#android 4.0 нужен #google чтобы объединить телефонную и планшетную версии в одну.,irrelevant
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,negative
#Samsung and #Google introduce #GALAXY #Nexus http://t.co/2rvF0tZp via @androidcentral #Android,neutral
#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/zYKEr3ax via @engadget,neutral
@JackDavidson95 ill be manager after a week! Yeh joint ownership of #microsoft ahhhhh,neutral
RT @Institut2F: RT @newsgrape_de: 3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack,irrelevant
Ya chao #twitter !,irrelevant
RT @twandroid: Possibilité de sauvegarder pour visionner hors-ligne #google #nexusprime,irrelevant
RT @NeowinFeed: Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin,neutral
@Unipamplona las clases empiezan el 24 de octubre ?... Espefifiquen en los 140caracteres del #twitter no coloquen enlaces que no abren..,irrelevant
"Warum steht bei @anked eigentlich ""ehemalige #Microsoft Managerin"" und nicht ""Zukünftige #Piraten Stadträtin""? #AnneWill",irrelevant
NAVIGE in TerDege Nieuw 17 opgenomen in rubriek Personalia en Bedrijven als zelfstandig ondernemer #Microsoft #Dynamics…http://t.co/TAILFVUV,irrelevant
RT @twandroid: Les notifications sont visibles depuis le lockscreen #google #nexusprime,irrelevant
#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/dduu9ffd,neutral
RT @charmybird Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/puMwmM9m,neutral
#BOANOITE #TWITTER  . SAINDO \Õ  . #CHUPAFLAMENGO,irrelevant
9% now on my second full charge of the day. Pissed @Apple,negative
"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3",neutral
Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral
"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales",neutral
@maffer_rdz jajaja asu encerio qe si me ganas yo no tantos y eso qe casi odo el dia checo #Twitter :D,irrelevant
"Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte voor de goede ontvangst!",irrelevant
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter,neutral
The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft,neutral
What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym,neutral
"RT @SymonPerriman: Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher!  ...",neutral
"""Kanye West has added you to his circles."" yeah, right. #galaxynexus #google #ics",neutral
"#Android #Google ICS Has Completely Revamped Your Contacts Into The ""People"" app http://t.co/QDoGji0U #DhilipSiva",neutral
Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral
I hate my @apple computer.  Thats 3500 dollars down the drain.,negative
@GForbz3 ma g wass good with you!! Didn't even kno you was on #twitter when was the last time you touched down in the city??,neutral
@apple #readyfor5.0.1 http://t.co/M2FqakYr,neutral
"definitivamente irei MATAR esse #Twitter 
pq tento trocar a porr# da minha foto de smp
da EEEEEERRRO *-* EEEERRO

#Tomanocú",irrelevant
“@RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless”,neutral
RT @yaksys: My #twitter age is 1 year 243 days 22 hours 31 minutes 44 seconds. Find out yours at http://t.co/dniOkchP #twittertime,neutral
A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper,neutral
17 Things You Didn’t Know About #Twitter: http://t.co/LL61rx2R via @TweetSmarter RT @sharonhayes @ChoiceZnewZ #facts,neutral
"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",negative
http://t.co/18xg3ivo! #Google’s Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich,neutral
#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva,neutral
This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft,positive
#Tecnologias : #Microsoft lanza sitio oficial de #Skype http://t.co/5Xmgk7Ul,irrelevant
"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative
RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,neutral
so #twitter who wants to buy me #lunch?,neutral
"Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it.",neutral
RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,neutral
#Google Trademark Poker Full Size Texas Hold’em 83 x 44-Inch Poker Table (Green Felt): Trademark Poke... http://t.co/jICU3KON #wikileaks,irrelevant
Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia,neutral
Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf,neutral
Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft,neutral
"RT @whymicrosoft: Google’s Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers???",neutral
"#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce, concept works for VMS  #Beeline",neutral
"@EilsonOliveira a roupa num tira , mais os dedos no #twitter heheh #saudades",irrelevant
#Google La recherche cryptée étendue à tous les utilisateurs connectés à un service Google via @commentcamarche http://t.co/5d4YG4pa,irrelevant
Pas mieux \o/ RT @g123k: #kikitoutdur devant ICS #google #nexusprime,irrelevant
"Para los que tenemos un #GalaxySII, no se preocupen... está 99% confirmado que tendremos #Android 4.0 en este GRANDIOSO terminal. #Google",irrelevant
WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews,positive
#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq,neutral
"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/Xm2blIfC",neutral
I wanna RT a lot of tweets.. but my app won't work. What's the best #Twitter #App??,neutral
En estooos ultimooos dias Mi  página mas visitadaaa en internet es #Google,irrelevant
"Ah, Steve Ballmer..! Altijd goed voor een fijn lachmomentje: http://t.co/zD14Sy6e #microsoft #iphone #mango #android #ios #apple #google",irrelevant
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 9,neutral
RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ,neutral
#ooff #TWITTER     NOS VEMOS,irrelevant
@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG,neutral
"o #twitter pedi : no que esta pensando agora ? se fosse pra mim só falar isso, iria ficar escrevendo o dia inteiro milena, milena! @mi_qw s2",irrelevant
$6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/PM6wxvQb (via @nicolaziady) #hcsmeu #epharma,neutral
@ShawnWildermuth  #gates #ballmer #nightAtTheRoxbury #microsoft That is so wild!,neutral
Aye @Me_Cedez get my bay out da way @Ful1time  ( swirlZ) gotta #Twitter,neutral
iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri,neutral
RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq,neutral
"Also, I maybe missing something here. But I thought #Google bought #Motorola Mobile? So, what's with all the #Samsung Love??",neutral
"RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.",neutral
Microsoft ha migliorato la ricerca per la barra d’avvio di Windows 8: Windows 8 abbatterà... http://t.co/9LEIev0n #windows #microsoft,irrelevant
As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?,neutral
Tengo olvidado mi #twitter :S,irrelevant
#google #icecreamsandwich event featured #minecraft,neutral
"#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/7TEtDPP9",neutral
"Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu, chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.",irrelevant
Ppl emphasize to make thyself look greater then they are! #twitter!,neutral
#Android #Google Google updates Nexus site with Galaxy Nexus details http://t.co/BeckhmA1 #DhilipSiva,neutral
#Microsoft en el futuro: Kinect y su tecnología avanzada http://t.co/kjiGyuFr,irrelevant
yo @Apple va falloir faire quelque chose pour l'app vidéo. Le fait de pas pouvoir laisser la vidéo jouer en faisant autre chose &lt;  diarrhée.,irrelevant
"If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg",neutral
Regístrate para asistir este 8 de noviembre al lanzamiento de #Microsoft Dynamics AX 2012 http://t.co/txHEoInE,irrelevant
"Steve Ballmer, CEO de #Microsoft ""Necesitas ser un científico para manejar Android"" Gracias majo! Jajjajaa",irrelevant
"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",neutral
@nokia Is #Nokia going to release their new #WindowsPhone in Norway this year? #WP7 #Microsoft,neutral
@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI,neutral
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..,negative
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me,neutral
"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/DGGsNOh2",neutral
Android Beam: Compartilhamentovia NFC  #icecreamsandwich #galaxynexus #google #samsung,irrelevant
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT,neutral
Is #twitter a birds nest an we just some birds? All we do in this bitch is #tweet #tweet #tweet! - #RT,neutral
116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely,neutral
Un teclado táctil sobre cualquier superficie · http://t.co/596vTdrm http://t.co/zhyeGWaZ #Microsoft #Tecnologia,irrelevant
#Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF,irrelevant
el #twitter x cel no s!rve e$ un ascΘ(...),irrelevant
#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android,neutral
Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/Iy3VNaFF #Google. (Se jodió #iOS5),irrelevant
Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...,irrelevant
#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems,neutral
Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus,neutral
"@LuceroMexico  Ja lu! chiste! en qe se parese papa pitufo al #twitter???
en qe los 2 tienen el pajarito Azul ..!  jaja",irrelevant
RT @twandroid Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime,irrelevant
De regreso al mundo #Twitter,irrelevant
RT @TeachHub 50 Ways to Use #Twitter in the Classroom http://t.co/lJiN0See #education #ntchat,neutral
"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",negative
"Schaue mir #WMI #Performance Counters auf #Deutsch an, und kriege #Schmerzen… ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail",irrelevant
"RT @Mrgareth: ""Top Three 'playing nice' scores were #Google, #Salesforce and #Xero"" in @itnews_au ""Which #Clouds Play Nice"" report: http ...",positive
"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple",neutral
@The_DJ_Show #welcome to #twitter my #friend. #hashtags,neutral
RT @jessvpeterson: Ever post something to the wrong circles?  #google+,neutral
RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android,neutral
RT @JohanBlok: #Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,irrelevant
Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,irrelevant
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,negative
Microsoft adCenter Promo Code – Free $25 credit http://t.co/XwC7xvK8 #webhostingcoupon #adcenter #code #credit #free #microsoft #promo,neutral
Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!,neutral
Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,neutral
Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,neutral
#Microsoft Natural #Ergonomic #Keyboard 4000 Review http://t.co/blz7dtsy,neutral
"Build once, scale to many: #Microsoft allows creators to extend experiences to multiple touchpoints like xBox, Windows Mobile. #ULforthewin",neutral
Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!,neutral
"#TWITTER, minha salvação ... =D",irrelevant
#twitter se me hiso vicio,irrelevant
SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4,neutral
RT @funkfish_2: so. ja. Ich will das galaxy nexus. sofort! #google #samsung,irrelevant
RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters,neutral
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter,neutral
"Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin",neutral
RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter.,neutral
#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,irrelevant
"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronización de mis ordenadores, la gestión de carpetas... nada que ver.",irrelevant
"Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO",neutral
Ever post something to the wrong circles?  #google+,neutral
O Ice Cream Sandwich praticamente dispensa apps de terceiros! #android #google Galaxy Nexus,irrelevant
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,neutral
Waiting on line @Apple store at west 14th Street.,neutral
#Google+,neutral
"@Brandon_Solano hahaha, ve pues xD Ok bye' de #twitter ILTSM!' (LL' &lt;3",irrelevant
“@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJ”,neutral
Night at the Roxbury with Gates and Ballmer  http://t.co/RSZAL40S #funny #video #gates #ballmer #microsoft,neutral
Der langsame Tod von SEO?? #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/czsosVGp #socialmedia #marketing  #search #seo,irrelevant
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE,negative
Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!,neutral
"@tryladis bienvenida a #Twitter que bueno tenerte por aquí, esto es genial  :)",irrelevant
“@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit” @SoftlinePastel,neutral
Ugh idk how to use this thing #twitter #helpme,neutral
"@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo",neutral
RT @twandroid: Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime,irrelevant
#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW,neutral
@ZackSiam you just might be the most influential man in the #twitter universe,neutral
"If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri",neutral
"RT @InternetBH: #Microsoft shows 'touch screen' for any surface

http://t.co/rT9g3pUH",neutral
Vous me demandiez comment obtenir une #certification #Virtualisation Serveur #Microsoft ? Si vous avez des questions - http://t.co/fC5LFiCL,irrelevant
I have 4 @Apple products...,neutral
IT-Concern enige #Microsoft dienstverlener in Gorinchem met 1 Gold & 3 Silver statussen #pinpoint  http://t.co/rIPJRmZS. Dat zegt genoeg!,irrelevant
RT @wireditalia: #Twitter 250milioni di cinguettii al giorno e un valore di 8miliardi di $. Tempi duri per #Facebook e #Google+? http:// ...,irrelevant
#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd,neutral
Use o Twitter Profissionalmente! ~ Dicas E-Commerce e Renda Extra!: http://t.co/k6yAfacy #Twitter #Blog #Ecommerce #Brasil #Marketing,irrelevant
Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT,irrelevant
